# BEAST v1.8.3
# Generated Thu Jun 30 13:30:07 PDT 2016 [seed=1467318606161]
# -threads 2 -beagle_off infile.xml
state	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.popSize6	skyline.popSize7	skyline.popSize8	skyline.popSize9	skyline.popSize10	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	skyline.groupSize6	skyline.groupSize7	skyline.groupSize8	skyline.groupSize9	skyline.groupSize10	ac	ag	at	cg	gt	frequencies1	frequencies2	frequencies3	frequencies4	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	location.precision.col11	location.precision.col12	location.precision.col21	location.precision.col22	correlation	location.varCovar.location.precision.col11	location.varCovar.location.precision.col12	location.varCovar.location.precision.col21	location.varCovar.location.precision.col22	location.diffusionRate	treeLikelihood	location.traitLikelihood	skyline
400000	-4017.430855528264	-2542.0322215139668	-1475.3986340142972	7.9693516597529115	3.622024866949832	5.847361278706948	8.073233069159572	9.768515599389058	25.647647336173954	29.571581666373042	10.10776887693004	12.571673748773193	2.710765516564988	0.5881253249534046	2.0	16.0	1.0	6.0	1.0	12.0	8.0	7.0	4.0	2.0	0.05244705737387453	0.37722964092503813	0.21248441236640503	0.039187237647024094	0.1458212631732977	0.43163182347751666	0.33321632708735627	0.09902822466988309	0.13612362476524376	0.4087732332080787	0.0022260553691251955	0.6183905517563537	0.0021408902194000093	0.6857573428273689	-0.14569198112470946	1.5693953273327756	0.0928149200098781	0.0928149200098781	0.649397736095129	-0.09193824980265347	0.6426199189143726	-0.0918462031134254	-0.09184620311342541	1.553015420194577	0.11158657659842688	-1545.2502788159459	69.85164480164863	-195.08155634475787
440000	-4007.0798553736904	-2512.974801928132	-1494.1050534455585	5.304900130835508	9.564735105022486	19.7786401307107	19.36830881033553	1.7879246897906964	5.849386870446149	2.6929063105501316	2.1446642448296496	5.193286159074744	1.0383746298895473	3.5037067198325746	20.0	5.0	5.0	1.0	2.0	8.0	4.0	8.0	3.0	3.0	0.03736632611541426	0.3047759487240541	0.07157544489563815	0.019624882457932775	0.04169474247423358	0.4020757738207303	0.34971308563119563	0.10302564316805751	0.14518549738001635	0.35342012733078937	0.0037859771466037646	0.3778108749432551	0.00386024446742437	0.39872160516487964	0.09074539505984004	3.3098588534083397	0.2749416207045272	0.2749416207045272	1.0779224522472444	-0.1455599817223851	0.3086676471608843	-0.07873069439507414	-0.07873069439507414	0.94779206295059	0.18735038247694433	-1565.1281781792704	71.02312473371195	-170.42701691736679
480000	-4012.3040252343358	-2533.7857577913974	-1478.5182674429384	7.069953346777264	4.993470424404448	22.12569214407706	16.45667675445131	42.89266957091538	11.445255464571826	4.385848759214143	6.725169610450789	4.624870291826761	1.1981199053013298	3.6213127425305656	11.0	6.0	10.0	2.0	6.0	7.0	7.0	5.0	3.0	2.0	0.10664368824264545	0.7099065914434279	0.23197097071556316	0.007874518600744338	0.34198903041188267	0.42789823751496886	0.3307755121816729	0.0971197309606814	0.14420651934267664	0.9443775142339201	0.002331633747760585	0.7491508900078584	0.0021544397378485576	0.8582698020458807	-0.028837906772007347	0.9342013179701611	-0.05790220282909267	-0.05790220282909267	0.6121066861547332	0.07657046540420456	1.0767460875377675	0.10185474487740437	0.10185474487740438	1.6433370797108366	0.18483514376403656	-1544.228771822201	65.71050437926252	-180.02351326047355
520000	-3999.472724681528	-2520.936142560615	-1478.536582120913	5.533164093817973	15.704397261353487	14.087398769656929	5.7742247461983185	8.573076202503884	18.158214319514528	7.977918575011932	11.99216744602882	6.6655107098302455	9.537546755472317	0.081259028597552	4.0	1.0	1.0	15.0	6.0	4.0	4.0	2.0	19.0	3.0	0.06537062093534503	0.3560332204611516	0.2284981513784037	0.00340657620027079	0.21464407424448279	0.40508348681222106	0.3747044200084905	0.09501600648670622	0.12519608669258195	0.41723033902432816	0.002701167053781444	0.5730805412730257	0.003206580237250538	0.5943760198584706	0.01010427377785064	1.8513948193234477	0.5463536692391487	0.5463536692391487	0.9224627179713121	-0.41807089157390603	0.6545350865995201	-0.38766623218753554	-0.3876662321875356	1.3136605358542655	0.18013283260090449	-1549.481521239731	70.94493911881803	-173.50745290212262
560000	-4005.7681361367304	-2522.0230910040473	-1483.7450451326833	7.451098787660825	2.3076670989562	7.8746112893596045	11.21384900775438	21.07471725145611	6.940042165095789	13.936525958947517	10.334498199727362	0.9688626623749984	1.6012057316218948	0.7408129669342833	2.0	14.0	1.0	22.0	2.0	4.0	3.0	4.0	5.0	2.0	0.06537062093534503	0.22155957602289045	0.15148196227584113	5.423401675127038E-4	0.1358490831294624	0.4225564652070823	0.3394336609974066	0.11281378710292887	0.12519608669258195	0.2197731232082944	0.0024246108552392264	0.8574034452047011	0.0025365082528078474	0.7476121566394499	0.0683330011228344	1.2242499497315242	0.3136719227595774	0.3136719227595774	0.5367272377064399	-0.3869579565876259	0.9606746894585556	-0.561433547282986	-0.561433547282986	2.1912544355001584	0.16804773732004544	-1549.417944771825	65.67289963914173	-182.3095407827921
600000	-4008.871561808781	-2520.6489601628437	-1488.2226016459372	5.732033516092955	5.003396234322212	1.4137128961031156	8.096659410095878	11.622718726822592	10.72134340823703	18.66822547482323	16.221659090682458	0.6316877991088177	1.347808920182502	0.10026147815844079	6.0	1.0	2.0	33.0	1.0	3.0	4.0	2.0	6.0	1.0	0.048529157129860376	0.4721091683707722	0.17468865205464712	4.4501020996671575E-4	0.4485990980127897	0.4097862375347505	0.3450705611223519	0.10750195117275199	0.13764125017014528	0.5299182662107085	0.0018483821867854183	0.5986251589315597	0.002067984496495523	0.602529761772563	-0.04535235111458303	0.8930511415948049	0.25383608744273517	0.25383608744273517	0.640821848838675	-0.3355417341780734	1.2618231701684826	-0.4998210612522201	-0.49982106125222003	1.7584803399757771	0.16412833031194127	-1550.7316989266176	62.509097280680336	-175.5447515103284
640000	-3990.1465141781127	-2507.4120357847314	-1482.7344783933813	4.926791177632723	8.17394449782863	4.235972787690019	3.3428649448152195	9.350200464223342	29.55131156971411	12.887579681645313	4.301340837670682	2.3503122727597376	0.30407403744714523	0.6915851493086042	3.0	1.0	4.0	28.0	4.0	1.0	12.0	1.0	3.0	2.0	0.06460399933993059	0.2730815837076354	0.1994391718596236	5.909651197749284E-5	0.07455712256901177	0.42146024588311704	0.3401621554893115	0.11205720220574918	0.12632039642182197	0.274302548765958	0.002955648242140952	0.40720646829073526	0.003216844367376898	0.3899542537614401	0.05150947048578732	1.4225172308602725	0.2922088453079434	0.2922088453079434	0.625745069719273	-0.3097175905706593	0.7775673163326805	-0.36310641289863094	-0.3631064128986309	1.7676574042097486	0.17179369191697533	-1554.8210034454396	72.08652505205835	-169.61882387258035
680000	-4003.1528246201287	-2522.9068850159733	-1480.2459396041554	5.917728068043937	4.431865139032505	6.842960184139283	10.656807662360896	16.533210271308548	42.99569988460402	22.832347436872748	14.820518555197843	45.421338509914726	0.12676765506736154	0.2056644612719224	7.0	1.0	1.0	7.0	2.0	3.0	22.0	7.0	7.0	2.0	0.10167837036437574	0.274420547212405	0.11542983980655008	1.024343841113781E-4	0.29474305089843883	0.4192106541117672	0.343847484858523	0.10266133898581742	0.13428052204389196	0.3619658275688047	0.002587272456870959	0.8464545266930109	0.002233390112825552	1.023835218583249	-0.0456913285069978	1.2002235272893589	0.11745257050420589	0.11745257050420589	0.8496542939875195	-0.11630819871595856	0.844603592051093	-0.11675438310083291	-0.1167543831008329	1.193088894608371	0.15310247483654588	-1549.7478362620814	69.5018966579259	-173.36775059166732
720000	-4018.084727319341	-2538.5351996455406	-1479.5495276738002	5.370081546246839	10.859787971226002	18.67819296398341	15.248436537627986	29.463143965425527	4.154731127683481	10.822196669763663	11.865937201605243	10.358136087340325	2.3514186947968247	0.801324834802527	8.0	1.0	1.0	14.0	4.0	16.0	6.0	1.0	2.0	6.0	0.07197653153015324	0.2339019508816884	0.12440240100859375	1.465454964579918E-4	0.2793218236541439	0.42034754144695236	0.3390094442942302	0.10636249221492512	0.13428052204389196	0.4298572232207996	0.002267114396854666	0.5807026564314826	0.0020733603707129658	0.6135667371199856	0.11908518638040187	1.596499614040195	-0.017836808538190665	-0.017836808538190665	1.1072348262082088	0.013415685632892426	0.6264830910223285	0.010092221344993945	0.010092221344993945	0.9033133616696571	0.13595271964671513	-1551.6585212459543	72.10899357215399	-194.3269040656373
760000	-3994.346211572196	-2527.1166212690423	-1467.2295903031538	6.440813707994763	3.019105511401158	10.063633407378688	20.461229428410867	27.708104995412235	34.95441470495427	4.786059954345276	8.625195272052645	7.175320078411296	0.9769633503457401	1.654719770523595	14.0	11.0	1.0	8.0	1.0	2.0	11.0	6.0	3.0	2.0	0.10929029188126789	0.4942217933341942	0.12921733103971775	0.0031669535175859764	0.08558586144212306	0.4076876247623685	0.3204553508002493	0.1001220714166494	0.1717349530207325	0.4540632908841241	0.0025800877999744747	0.7119980646394394	0.0021904706000673816	0.9210767255692445	-0.07306622940031465	2.1643396472096392	0.0457534282714848	0.0457534282714848	1.5914163730967537	-0.02465295724259211	0.4623156717559443	-0.013291635855994108	-0.013291635855994108	0.6287532004968971	0.12697186960840676	-1543.2149736978072	75.98538339465338	-179.66916472654435
800000	-4026.4603819960353	-2543.5644411271824	-1482.895940868853	9.248806094725296	5.965313367639067	4.15560720579022	13.824811577123718	16.19723354163786	41.33410305067341	4.646637364259425	16.61603756707464	14.115283813319396	1.7295736976579674	0.6154937553974371	7.0	5.0	6.0	19.0	2.0	1.0	3.0	13.0	2.0	1.0	0.049320293031337115	0.4061152624561939	0.18549252420401088	0.002367307857704009	0.01829649322311243	0.41814275366834247	0.34022730865200423	0.10609518161031334	0.13553475606933965	0.49389913398689234	0.001976560451293775	0.7900998700907689	0.0019792364367615133	0.9265332208662147	-0.08714782489839662	1.15827004306259	0.05845116468968864	0.05845116468968864	0.5886782888011152	-0.07078630578353401	0.8677043325684898	-0.08615627552395148	-0.08615627552395148	1.7072753552649738	0.13507784728075428	-1549.6973732348524	66.80143236599963	-196.15048368672697
840000	-4017.1204863924736	-2534.648172919823	-1482.4723134726505	7.144184720032748	2.1796940806044867	6.880443825077935	4.021167330111163	15.031699252877697	43.76950115482424	36.88527963920326	3.521265173647123	8.148236602324388	2.520407506875824	0.44375829110495674	4.0	1.0	7.0	17.0	2.0	2.0	1.0	21.0	3.0	1.0	0.07073578142051078	0.17525920923450342	0.11604857478808873	0.010940323953579868	0.08662094851680824	0.4232271487448597	0.31219596106520825	0.14645340434498466	0.11812348584494702	0.23135810343462052	0.001753367960747237	0.7576355060852384	0.0016771398460578536	0.8181826640185587	-0.13139133038028455	0.937610491754811	-0.008869147490557425	-0.008869147490557425	0.5929804738226758	0.011894616697650608	1.0666918840194544	0.015954399957490362	0.015954399957490362	1.6866347984089396	0.13863487141195907	-1552.7535522937098	70.28123882105922	-187.64662083502392
880000	-4007.9128748304447	-2533.8396284567557	-1474.0732463736888	10.720745994713834	5.923157302306805	23.55297809599934	10.525712492947035	22.182039307950447	4.718966730255592	9.925488289396077	5.905302737734284	6.0952871511816005	7.4547566188160115	2.775285131256857	7.0	1.0	12.0	6.0	2.0	5.0	2.0	6.0	16.0	2.0	0.07991179827399687	0.25840625612805285	0.14496581664480956	1.826416024681206E-4	0.1467497703283343	0.4015250965631056	0.37116664682593664	0.1106569443830387	0.1166513122279187	0.22426428639813645	0.0023054581349638108	0.40941306001156136	0.002311812414320005	0.4586733821032949	0.0010461725245076974	2.5414790614558247	0.07351616354109072	0.07351616354109072	1.3126565313837943	-0.040249826744397914	0.3941101434041807	-0.02207238913073538	-0.02207238913073538	0.7630500846349908	0.12384963247333769	-1554.624624247668	80.55137787397922	-190.09503912128233
920000	-4027.611941229432	-2542.882960728178	-1484.728980501254	7.056656620373319	30.43729732774881	1.89527385748235	10.409672921574776	5.464526845663266	16.859619743672827	33.32537420902583	9.20771152746088	11.891627272606783	12.764473990912027	1.340563676670545	1.0	5.0	1.0	2.0	2.0	3.0	1.0	23.0	16.0	5.0	0.05749033898220449	0.22052539423527232	0.11064346978479606	2.194447719081348E-5	0.24885550300660175	0.3789804288752629	0.34316782276632474	0.11704417404428641	0.16080757431412554	0.31661659763780514	0.0015734132693020245	0.2686004858933203	0.0016988040033219726	0.27825619432297694	0.045074237639067614	2.234147630044315	0.3883494000935732	0.3883494000935732	0.7369020418899713	-0.302664737006427	0.49273549477761563	-0.2596729591234712	-0.2596729591234712	1.4938808353315605	0.12084140723668922	-1556.1010919447729	71.37211144351885	-196.8333854536424
960000	-4015.2606609427103	-2547.3972855436477	-1467.8633753990625	7.163335471677248	8.691213709586965	9.599138582145315	19.886839437669618	20.624552984945783	8.555677787451463	9.9428633510253	9.292846072747238	25.83838472823954	6.212880989208523	0.32123973962785496	7.0	3.0	3.0	2.0	1.0	14.0	2.0	20.0	3.0	4.0	0.11900830943363215	0.38555516593736433	0.13977884643058297	4.654547261569963E-6	0.23251531941416778	0.4073293386544093	0.3369518779296044	0.09088507542832425	0.16483370798766162	0.6971971611312271	0.0018796611754064107	0.7015749263400104	0.0017687021644498032	0.8030261735930534	0.0076163573968811744	1.5051015034961976	0.24218564496734665	0.24218564496734665	0.7709199699637485	-0.2248334139474163	0.6997809907407456	-0.21983722977938389	-0.21983722977938386	1.3662136957374216	0.11535060090809866	-1543.9428662749024	76.07949087583981	-202.48973470724638
1000000	-4010.9707063812557	-2537.74402075606	-1473.2266856251958	9.531651517903082	2.260137958636706	3.248590510748198	5.990869273764128	7.104524336346573	18.749715505670128	7.331836298023295	9.841328781124531	15.598500570074505	13.800215354382782	2.1207878010057164	6.0	3.0	2.0	2.0	15.0	1.0	18.0	6.0	2.0	4.0	0.12638129925002065	0.5305220734473548	0.154182000501465	4.4515188744660966E-7	0.22672655456584012	0.4039463230863972	0.33806848005285006	0.09315148887309066	0.16483370798766162	0.5179957224498472	0.002116026536040897	1.0097377819992222	0.0018690841574141004	1.221398560225984	-0.08207775368652141	0.9801133664421275	0.11053711535316148	0.11053711535316148	0.5899190085635034	-0.1453696603022986	1.0423167255480192	-0.1953059359910901	-0.19530593599109014	1.7317437477789506	0.13185499746946527	-1540.2062606352113	66.97957501001537	-199.6207067973703
1040000	-3998.626466087204	-2526.647826357405	-1471.9786397297987	6.942439647851118	13.685367265268287	6.572753490974761	32.2505909361185	20.776431413523596	13.828395976921222	26.002199414137245	23.14633537097532	0.8591554129324916	0.07877199205356691	0.044175262992454715	1.0	11.0	3.0	7.0	23.0	2.0	7.0	2.0	1.0	2.0	0.0642339321814644	0.49646355368335066	0.18164100964022742	1.2633142429939616E-6	0.08625461301131954	0.4071245632579604	0.33654259622708715	0.10312097764364518	0.1532118628713068	0.19879489303937745	0.0024198750243739466	1.0428053242111213	0.0020499768473859897	1.0005501723071828	-0.05964665713182394	1.937995064311343	0.4121876176282565	0.4121876176282565	0.898079178513527	-0.3124361618423107	0.5718157561485117	-0.2624438689685144	-0.2624438689685144	1.233940324666577	0.11303066685449553	-1539.392484011605	67.4138442818062	-188.39730115165864
1080000	-4011.7478879426335	-2536.1491604244306	-1475.5987275182026	6.94656648918849	4.36004964411143	6.751520598122283	29.38131564678463	15.920898954262057	14.892542765408264	12.890137646698566	9.85286860746944	1.1703996568279142	2.9063601071740752	0.06542143345407674	7.0	6.0	4.0	4.0	24.0	4.0	4.0	4.0	1.0	1.0	0.0689926062364235	0.2795049408151303	0.10178657827918934	1.385027851031081E-7	0.3256118221828744	0.40813259692304027	0.3365469741924406	0.1003774732771226	0.1549429556073961	0.41083007349606443	0.001347472505519526	0.3360413192071008	0.0014803615869636892	0.39915234091116236	0.10315912788491319	3.3331395277935467	0.6647048275413373	0.6647048275413373	1.1050348591326844	-0.3463491265768852	0.3409125328090723	-0.205067020695974	-0.205067020695974	1.0283015320602602	0.11741186738022955	-1546.9535543521577	71.35482683395503	-200.44021311051978
1120000	-4007.9099631918593	-2528.474515003194	-1479.4354481886653	6.784632331058385	5.062102907686062	11.912202650840092	14.210224102476786	12.513340248310698	29.597874885373702	2.751650450217302	4.910544233762322	1.5795427037355352	1.267847396038792	0.35630048718870305	6.0	10.0	8.0	7.0	17.0	3.0	1.0	2.0	2.0	3.0	0.05045265027625327	0.2157072399145291	0.08292631798988923	3.528232256249536E-8	0.022283214861708027	0.420096275263237	0.32476592019056094	0.101541876951597	0.1535959275946046	0.37542507517875323	0.002282489599109998	0.9497908064701879	0.0016373381689671754	0.9574845168173406	0.07278070852695692	1.3401500708179326	0.3908333971654644	0.3908333971654644	0.6484785190551307	-0.41924428723913754	0.9053070888072035	-0.5456221518517493	-0.5456221518517494	1.8709137211587503	0.10614608029705405	-1549.9781599040357	70.54271171537027	-196.6755792710014
1160000	-4023.2848079464748	-2543.125700262596	-1480.1591076838788	6.9978690801089485	4.788501160594061	6.8357776476923995	15.272036586388758	21.542845693621643	15.555938295981367	11.72321715858354	9.285711887022075	16.283067461791997	1.541904741329022	0.2731416471972179	1.0	7.0	3.0	19.0	15.0	1.0	4.0	3.0	3.0	3.0	0.12414306679293262	0.3168288483034218	0.054301521465738974	6.791010837960818E-8	0.08694809766118769	0.4082238676633044	0.33561897578439115	0.0906888213577668	0.16546833519453727	0.6134654135794492	0.0014223503055667238	0.4654635101463014	0.0015435785308236536	0.4732727675201095	-0.0034925137055491027	1.8176333323498117	0.19741645227472007	0.19741645227472007	0.8675745417758259	-0.15720878241763872	0.5641076629948307	-0.1283626111267318	-0.1283626111267318	1.1818476014690371	0.107071382205883	-1555.2384272683687	75.07931958448987	-209.32133981788917
1200000	-4013.6255549944726	-2528.5495867050327	-1485.0759682894397	6.169154769637111	7.058413310522883	18.582883781629327	7.860864211807279	20.75115178614986	17.947250351440257	14.79710613577037	19.634742315358235	5.105290698871344	0.1888392380532057	0.33621810202680086	10.0	2.0	1.0	17.0	7.0	4.0	9.0	4.0	2.0	3.0	0.0517377466720945	0.36196591204498474	0.12809251156807727	2.447992747220121E-7	0.1620751833800681	0.38789175854288	0.3379748138253886	0.13042649462704392	0.14370693300468715	0.2728752600842815	0.0019327411087531306	0.3496812102444493	0.0019291373458467072	0.33089344733852527	0.14453142220295517	1.632708602460417	0.47570807410693233	0.47570807410693233	0.8062525628912101	-0.4146203635592828	0.7396287818953733	-0.4363984681521938	-0.43639846815219374	1.4977915487145437	0.11150693663192221	-1562.8089598722672	77.73299158282742	-193.02748628655758
